sym_idx,I,Q,tlast,b0,b1,K,phase_deg
263,32767,0,0,0,0,1,0
264,32767,0,0,0,0,1,0
265,32767,0,0,0,0,1,0
266,32767,0,0,0,0,1,0
267,32767,0,0,0,0,1,0
268,32767,0,0,0,0,1,0
269,0,0,0,1,0,1,0
270,32767,0,0,0,0,1,0
271,32767,0,0,0,0,1,0
272,32767,0,0,0,0,1,0
273,32767,0,0,0,0,1,0
274,0,0,0,1,0,1,0
275,32767,0,0,0,0,1,0
276,0,0,0,1,0,1,0
277,32767,0,0,0,0,1,0
278,0,0,0,1,0,1,0
279,32767,0,0,0,0,1,0
280,0,0,0,1,0,1,0
281,32767,0,0,0,0,1,0
282,32767,0,0,0,0,1,0
283,0,0,0,1,0,1,0
284,32767,0,0,0,0,1,0
285,0,0,0,1,0,1,0
286,0,0,0,1,0,1,0
287,0,0,0,1,0,1,0
288,0,0,0,1,0,1,0
289,0,0,0,1,0,1,0
290,32767,0,0,0,0,1,0
291,0,0,0,1,0,1,0
292,32767,0,0,0,0,1,0
293,0,0,0,1,0,1,0
294,32767,0,0,0,0,1,0
295,0,0,0,1,0,1,0
296,0,0,0,1,0,1,0
297,0,0,0,1,0,1,0
298,32767,0,0,0,0,1,0
299,0,0,0,1,0,1,0
300,32767,0,0,0,0,1,0
301,0,0,0,1,0,1,0
302,32767,0,0,0,0,1,0
303,32767,0,0,0,0,1,0
304,32767,0,0,0,0,1,0
305,0,0,0,1,0,1,0
306,32767,0,0,0,0,1,0
307,0,0,0,1,0,1,0
308,0,0,0,1,0,1,0
309,32767,0,0,0,0,1,0
310,0,0,0,1,0,1,0
311,0,0,0,1,0,1,0
312,32767,0,0,0,0,1,0
313,32767,0,0,0,0,1,0
314,32767,0,0,0,0,1,0
315,0,0,0,1,0,1,0
316,0,0,0,1,0,1,0
317,0,0,0,1,0,1,0
318,0,0,0,1,0,1,0
319,0,0,0,1,0,1,0
320,32767,0,0,0,0,1,0
321,32767,0,0,0,0,1,0
322,0,0,0,1,0,1,0
323,32767,0,0,0,0,1,0
324,32767,0,0,0,0,1,0
325,32767,0,0,0,0,1,0
326,32767,0,0,0,0,1,0
327,0,0,0,1,0,1,0
328,32767,0,0,0,0,1,0
329,0,0,0,1,0,1,0
330,0,0,0,1,0,1,0
331,0,0,0,1,0,1,0
332,0,0,0,1,0,1,0
333,0,0,0,1,0,1,0
334,32767,0,0,0,0,1,0
335,32767,0,0,0,0,1,0
336,32767,0,0,0,0,1,0
337,0,0,0,1,0,1,0
338,32767,0,0,0,0,1,0
339,32767,0,0,0,0,1,0
340,0,0,0,1,0,1,0
341,0,0,0,1,0,1,0
342,32767,0,0,0,0,1,0
343,0,0,0,1,0,1,0
344,32767,0,0,0,0,1,0
345,32767,0,0,0,0,1,0
346,32767,0,0,0,0,1,0
347,32767,0,0,0,0,1,0
348,0,0,0,1,0,1,0
349,0,0,0,1,0,1,0
350,0,0,0,1,0,1,0
351,0,0,0,1,0,1,0
352,32767,0,0,0,0,1,0
353,32767,0,0,0,0,1,0
354,32767,0,0,0,0,1,0
355,32767,0,0,0,0,1,0
356,32767,0,0,0,0,1,0
357,32767,0,0,0,0,1,0
358,0,0,0,1,0,1,0
359,32767,0,0,0,0,1,0
360,0,0,0,1,0,1,0
361,32767,0,0,0,0,1,0
362,0,0,0,1,0,1,0
363,32767,0,0,0,0,1,0
364,32767,0,0,0,0,1,0
365,0,0,0,1,0,1,0
366,0,0,0,1,0,1,0
367,32767,0,0,0,0,1,0
368,0,0,0,1,0,1,0
369,0,0,0,1,0,1,0
370,0,0,0,1,0,1,0
371,0,0,0,1,0,1,0
372,32767,0,0,0,0,1,0
373,0,0,0,1,0,1,0
374,0,0,0,1,0,1,0
375,32767,0,0,0,0,1,0
376,0,0,0,1,0,1,0
377,32767,0,0,0,0,1,0
378,0,0,0,1,0,1,0
379,32767,0,0,0,0,1,0
380,32767,0,0,0,0,1,0
381,0,0,0,1,0,1,0
382,0,0,0,1,0,1,0
383,0,0,0,1,0,1,0
384,0,0,0,1,0,1,0
385,32767,0,0,0,0,1,0
386,32767,0,0,0,0,1,0
387,0,0,0,1,0,1,0
388,0,0,0,1,0,1,0
389,32767,0,0,0,0,1,0
390,32767,0,0,0,0,1,0
391,32767,0,0,0,0,1,0
392,0,0,0,1,0,1,0
393,32767,0,0,0,0,1,0
394,32767,0,0,0,0,1,0
395,32767,0,0,0,0,1,0
396,32767,0,0,0,0,1,0
397,32767,0,0,0,0,1,0
398,32767,0,0,0,0,1,0
399,0,0,0,1,0,1,0
400,32767,0,0,0,0,1,0
401,32767,0,0,0,0,1,0
402,0,0,0,1,0,1,0
403,32767,0,0,0,0,1,0
404,0,0,0,1,0,1,0
405,32767,0,0,0,0,1,0
406,0,0,0,1,0,1,0
407,32767,0,0,0,0,1,0
408,32767,0,0,0,0,1,0
409,32767,0,0,0,0,1,0
410,32767,0,0,0,0,1,0
411,32767,0,0,0,0,1,0
412,0,0,0,1,0,1,0
413,0,0,0,1,0,1,0
414,32767,0,0,0,0,1,0
415,0,0,0,1,0,1,0
416,32767,0,0,0,0,1,0
417,32767,0,0,0,0,1,0
418,32767,0,0,0,0,1,0
419,0,0,0,1,0,1,0
420,0,0,0,1,0,1,0
421,32767,0,0,0,0,1,0
422,0,0,0,1,0,1,0
423,0,0,0,1,0,1,0
424,32767,0,0,0,0,1,0
425,0,0,0,1,0,1,0
426,0,0,0,1,0,1,0
427,32767,0,0,0,0,1,0
428,0,0,0,1,0,1,0
429,32767,0,0,0,0,1,0
430,32767,0,0,0,0,1,0
431,32767,0,0,0,0,1,0
432,32767,0,0,0,0,1,0
433,32767,0,0,0,0,1,0
434,32767,0,0,0,0,1,0
435,32767,0,0,0,0,1,0
436,0,0,0,1,0,1,0
437,32767,0,0,0,0,1,0
438,0,0,0,1,0,1,0
439,32767,0,0,0,0,1,0
440,32767,0,0,0,0,1,0
441,32767,0,0,0,0,1,0
442,0,0,0,1,0,1,0
443,32767,0,0,0,0,1,0
444,32767,0,0,0,0,1,0
445,0,0,0,1,0,1,0
446,0,0,0,1,0,1,0
447,32767,0,0,0,0,1,0
448,0,0,0,1,0,1,0
449,32767,0,0,0,0,1,0
450,32767,0,0,0,0,1,0
451,0,0,0,1,0,1,0
452,32767,0,0,0,0,1,0
453,0,0,0,1,0,1,0
454,0,0,0,1,0,1,0
455,32767,0,0,0,0,1,0
456,32767,0,0,0,0,1,0
457,32767,0,0,0,0,1,0
458,0,0,0,1,0,1,0
459,0,0,0,1,0,1,0
460,32767,0,0,0,0,1,0
461,32767,0,0,0,0,1,0
462,0,0,0,1,0,1,0
463,0,0,0,1,0,1,0
464,0,0,0,1,0,1,0
465,32767,0,0,0,0,1,0
466,0,0,0,1,0,1,0
467,32767,0,0,0,0,1,0
468,32767,0,0,0,0,1,0
469,0,0,0,1,0,1,0
470,32767,0,0,0,0,1,0
471,0,0,0,1,0,1,0
472,32767,0,0,0,0,1,0
473,32767,0,0,0,0,1,0
474,0,0,0,1,0,1,0
475,32767,0,0,0,0,1,0
476,0,0,0,1,0,1,0
477,32767,0,0,0,0,1,0
478,0,0,0,1,0,1,0
479,32767,0,0,0,0,1,0
480,32767,0,0,0,0,1,0
481,0,0,0,1,0,1,0
482,0,0,0,1,0,1,0
483,0,0,0,1,0,1,0
484,32767,0,0,0,0,1,0
485,32767,0,0,0,0,1,0
486,32767,0,0,0,0,1,0
487,32767,0,0,0,0,1,0
488,0,0,0,1,0,1,0
489,32767,0,0,0,0,1,0
490,0,0,0,1,0,1,0
491,0,0,0,1,0,1,0
492,0,0,0,1,0,1,0
493,32767,0,0,0,0,1,0
494,32767,0,0,0,0,1,0
495,0,0,0,1,0,1,0
496,0,0,0,1,0,1,0
497,0,0,0,1,0,1,0
498,32767,0,0,0,0,1,0
499,0,0,0,1,0,1,0
500,32767,0,0,0,0,1,0
501,32767,0,0,0,0,1,0
502,0,0,0,1,0,1,0
503,32767,0,0,0,0,1,0
504,0,0,0,1,0,1,0
505,32767,0,0,0,0,1,0
506,32767,0,0,0,0,1,0
507,32767,0,0,0,0,1,0
508,0,0,0,1,0,1,0
509,0,0,0,1,0,1,0
510,0,0,0,1,0,1,0
511,0,0,1,1,0,1,0
512,0,0,0,1,0,1,0
513,32767,0,0,0,0,1,0
514,32767,0,0,0,0,1,0
515,0,0,0,1,0,1,0
516,32767,0,0,0,0,1,0
517,0,0,0,1,0,1,0
518,32767,0,0,0,0,1,0
519,32767,0,0,0,0,1,0
520,0,0,0,1,0,1,0
521,32767,0,0,0,0,1,0
522,0,0,0,1,0,1,0
523,32767,0,0,0,0,1,0
524,32767,0,0,0,0,1,0
525,32767,0,0,0,0,1,0
526,32767,0,0,0,0,1,0
527,32767,0,0,0,0,1,0
528,0,0,0,1,0,1,0
529,0,0,0,1,0,1,0
530,32767,0,0,0,0,1,0
531,0,0,0,1,0,1,0
532,0,0,0,1,0,1,0
533,32767,0,0,0,0,1,0
534,0,0,0,1,0,1,0
535,32767,0,0,0,0,1,0
536,32767,0,0,0,0,1,0
537,0,0,0,1,0,1,0
538,0,0,0,1,0,1,0
539,0,0,0,1,0,1,0
540,32767,0,0,0,0,1,0
541,0,0,0,1,0,1,0
542,0,0,0,1,0,1,0
543,0,0,0,1,0,1,0
544,32767,0,0,0,0,1,0
545,0,0,0,1,0,1,0
546,0,0,0,1,0,1,0
547,32767,0,0,0,0,1,0
548,0,0,0,1,0,1,0
549,0,0,0,1,0,1,0
550,0,0,0,1,0,1,0
551,32767,0,0,0,0,1,0
552,0,0,0,1,0,1,0
553,0,0,0,1,0,1,0
554,32767,0,0,0,0,1,0
555,0,0,0,1,0,1,0
556,32767,0,0,0,0,1,0
557,0,0,0,1,0,1,0
558,32767,0,0,0,0,1,0
559,32767,0,0,0,0,1,0
560,0,0,0,1,0,1,0
561,32767,0,0,0,0,1,0
562,0,0,0,1,0,1,0
563,0,0,0,1,0,1,0
564,0,0,0,1,0,1,0
565,0,0,0,1,0,1,0
566,32767,0,0,0,0,1,0
567,32767,0,0,0,0,1,0
568,0,0,0,1,0,1,0
569,32767,0,0,0,0,1,0
570,32767,0,0,0,0,1,0
571,32767,0,0,0,0,1,0
572,32767,0,0,0,0,1,0
573,0,0,0,1,0,1,0
574,32767,0,0,0,0,1,0
575,0,0,0,1,0,1,0
576,0,0,0,1,0,1,0
577,0,0,0,1,0,1,0
578,0,0,0,1,0,1,0
579,0,0,0,1,0,1,0
580,0,0,0,1,0,1,0
581,0,0,0,1,0,1,0
582,0,0,0,1,0,1,0
583,0,0,0,1,0,1,0
584,0,0,0,1,0,1,0
585,0,0,0,1,0,1,0
586,32767,0,0,0,0,1,0
587,0,0,0,1,0,1,0
588,0,0,0,1,0,1,0
589,32767,0,0,0,0,1,0
590,32767,0,0,0,0,1,0
591,32767,0,0,0,0,1,0
592,32767,0,0,0,0,1,0
593,32767,0,0,0,0,1,0
594,0,0,0,1,0,1,0
595,32767,0,0,0,0,1,0
596,0,0,0,1,0,1,0
597,0,0,0,1,0,1,0
598,32767,0,0,0,0,1,0
599,32767,0,0,0,0,1,0
600,0,0,0,1,0,1,0
601,0,0,0,1,0,1,0
602,0,0,0,1,0,1,0
603,0,0,0,1,0,1,0
604,32767,0,0,0,0,1,0
605,0,0,0,1,0,1,0
606,32767,0,0,0,0,1,0
607,32767,0,0,0,0,1,0
608,32767,0,0,0,0,1,0
609,32767,0,0,0,0,1,0
610,0,0,0,1,0,1,0
611,32767,0,0,0,0,1,0
612,32767,0,0,0,0,1,0
613,0,0,0,1,0,1,0
614,32767,0,0,0,0,1,0
615,32767,0,0,0,0,1,0
616,32767,0,0,0,0,1,0
617,0,0,0,1,0,1,0
618,0,0,0,1,0,1,0
619,32767,0,0,0,0,1,0
620,0,0,0,1,0,1,0
621,0,0,0,1,0,1,0
622,0,0,0,1,0,1,0
623,0,0,0,1,0,1,0
624,0,0,0,1,0,1,0
625,32767,0,0,0,0,1,0
626,0,0,0,1,0,1,0
627,0,0,0,1,0,1,0
628,32767,0,0,0,0,1,0
629,32767,0,0,0,0,1,0
630,32767,0,0,0,0,1,0
631,32767,0,0,0,0,1,0
632,32767,0,0,0,0,1,0
633,0,0,0,1,0,1,0
634,32767,0,0,0,0,1,0
635,0,0,0,1,0,1,0
636,32767,0,0,0,0,1,0
637,0,0,0,1,0,1,0
638,0,0,0,1,0,1,0
639,32767,0,0,0,0,1,0
640,32767,0,0,0,0,1,0
641,0,0,0,1,0,1,0
642,0,0,0,1,0,1,0
643,0,0,0,1,0,1,0
644,32767,0,0,0,0,1,0
645,32767,0,0,0,0,1,0
646,0,0,0,1,0,1,0
647,0,0,0,1,0,1,0
648,32767,0,0,0,0,1,0
649,32767,0,0,0,0,1,0
650,32767,0,0,0,0,1,0
651,32767,0,0,0,0,1,0
652,32767,0,0,0,0,1,0
653,0,0,0,1,0,1,0
654,0,0,0,1,0,1,0
655,32767,0,0,0,0,1,0
656,32767,0,0,0,0,1,0
657,0,0,0,1,0,1,0
658,0,0,0,1,0,1,0
659,0,0,0,1,0,1,0
660,32767,0,0,0,0,1,0
661,0,0,0,1,0,1,0
662,32767,0,0,0,0,1,0
663,0,0,0,1,0,1,0
664,0,0,0,1,0,1,0
665,0,0,0,1,0,1,0
666,0,0,0,1,0,1,0
667,0,0,0,1,0,1,0
668,0,0,0,1,0,1,0
669,0,0,0,1,0,1,0
670,32767,0,0,0,0,1,0
671,32767,0,0,0,0,1,0
672,0,0,0,1,0,1,0
673,32767,0,0,0,0,1,0
674,32767,0,0,0,0,1,0
675,32767,0,0,0,0,1,0
676,0,0,0,1,0,1,0
677,32767,0,0,0,0,1,0
678,0,0,0,1,0,1,0
679,32767,0,0,0,0,1,0
680,0,0,0,1,0,1,0
681,32767,0,0,0,0,1,0
682,32767,0,0,0,0,1,0
683,32767,0,0,0,0,1,0
684,32767,0,0,0,0,1,0
685,0,0,0,1,0,1,0
686,0,0,0,1,0,1,0
687,32767,0,0,0,0,1,0
688,32767,0,0,0,0,1,0
689,32767,0,0,0,0,1,0
690,32767,0,0,0,0,1,0
691,32767,0,0,0,0,1,0
692,32767,0,0,0,0,1,0
693,0,0,0,1,0,1,0
694,32767,0,0,0,0,1,0
695,0,0,0,1,0,1,0
696,0,0,0,1,0,1,0
697,32767,0,0,0,0,1,0
698,0,0,0,1,0,1,0
699,0,0,0,1,0,1,0
700,0,0,0,1,0,1,0
701,32767,0,0,0,0,1,0
702,0,0,0,1,0,1,0
703,32767,0,0,0,0,1,0
704,0,0,0,1,0,1,0
705,32767,0,0,0,0,1,0
706,0,0,0,1,0,1,0
707,0,0,0,1,0,1,0
708,0,0,0,1,0,1,0
709,32767,0,0,0,0,1,0
710,0,0,0,1,0,1,0
711,0,0,0,1,0,1,0
712,0,0,0,1,0,1,0
713,32767,0,0,0,0,1,0
714,0,0,0,1,0,1,0
715,0,0,0,1,0,1,0
716,32767,0,0,0,0,1,0
717,0,0,0,1,0,1,0
718,32767,0,0,0,0,1,0
719,32767,0,0,0,0,1,0
720,0,0,0,1,0,1,0
721,0,0,0,1,0,1,0
722,0,0,0,1,0,1,0
723,32767,0,0,0,0,1,0
724,0,0,0,1,0,1,0
725,0,0,0,1,0,1,0
726,32767,0,0,0,0,1,0
727,0,0,0,1,0,1,0
728,32767,0,0,0,0,1,0
729,32767,0,0,0,0,1,0
730,0,0,0,1,0,1,0
731,0,0,0,1,0,1,0
732,32767,0,0,0,0,1,0
733,32767,0,0,0,0,1,0
734,0,0,0,1,0,1,0
735,0,0,0,1,0,1,0
736,0,0,0,1,0,1,0
737,32767,0,0,0,0,1,0
738,32767,0,0,0,0,1,0
739,0,0,0,1,0,1,0
740,0,0,0,1,0,1,0
741,0,0,0,1,0,1,0
742,0,0,0,1,0,1,0
743,0,0,0,1,0,1,0
744,0,0,0,1,0,1,0
745,0,0,0,1,0,1,0
746,0,0,0,1,0,1,0
747,0,0,0,1,0,1,0
748,0,0,0,1,0,1,0
749,0,0,0,1,0,1,0
750,32767,0,0,0,0,1,0
751,32767,0,0,0,0,1,0
752,32767,0,0,0,0,1,0
753,0,0,0,1,0,1,0
754,32767,0,0,0,0,1,0
755,0,0,0,1,0,1,0
756,32767,0,0,0,0,1,0
757,0,0,0,1,0,1,0
758,0,0,0,1,0,1,0
759,0,0,0,1,0,1,0
760,32767,0,0,0,0,1,0
761,0,0,0,1,0,1,0
762,0,0,0,1,0,1,0
763,0,0,0,1,0,1,0
764,0,0,0,1,0,1,0
765,0,0,0,1,0,1,0
766,32767,0,0,0,0,1,0
767,0,0,0,1,0,1,0
768,32767,0,0,0,0,1,0
769,0,0,0,1,0,1,0
770,0,0,0,1,0,1,0
771,32767,0,0,0,0,1,0
772,32767,0,0,0,0,1,0
773,0,0,0,1,0,1,0
774,0,0,0,1,0,1,0
775,32767,0,0,0,0,1,0
776,32767,0,0,0,0,1,0
777,32767,0,0,0,0,1,0
778,0,0,0,1,0,1,0
779,0,0,0,1,0,1,0
780,0,0,0,1,0,1,0
781,0,0,0,1,0,1,0
782,32767,0,0,0,0,1,0
783,32767,0,0,0,0,1,0
784,32767,0,0,0,0,1,0
785,0,0,0,1,0,1,0
786,0,0,0,1,0,1,0
787,0,0,0,1,0,1,0
788,32767,0,0,0,0,1,0
789,32767,0,0,0,0,1,0
790,32767,0,0,0,0,1,0
791,32767,0,0,0,0,1,0
792,0,0,0,1,0,1,0
793,32767,0,0,0,0,1,0
794,32767,0,0,0,0,1,0
795,32767,0,0,0,0,1,0
796,0,0,0,1,0,1,0
797,32767,0,0,0,0,1,0
798,32767,0,0,0,0,1,0
799,32767,0,0,0,0,1,0
800,32767,0,0,0,0,1,0
801,0,0,0,1,0,1,0
802,32767,0,0,0,0,1,0
803,0,0,0,1,0,1,0
804,0,0,0,1,0,1,0
805,0,0,0,1,0,1,0
806,32767,0,0,0,0,1,0
807,0,0,0,1,0,1,0
808,32767,0,0,0,0,1,0
809,0,0,0,1,0,1,0
810,0,0,0,1,0,1,0
811,32767,0,0,0,0,1,0
812,32767,0,0,0,0,1,0
813,0,0,0,1,0,1,0
814,32767,0,0,0,0,1,0
815,32767,0,0,0,0,1,0
816,32767,0,0,0,0,1,0
817,32767,0,0,0,0,1,0
818,0,0,0,1,0,1,0
819,32767,0,0,0,0,1,0
820,32767,0,0,0,0,1,0
821,32767,0,0,0,0,1,0
822,0,0,0,1,0,1,0
823,0,0,0,1,0,1,0
824,32767,0,0,0,0,1,0
825,0,0,0,1,0,1,0
826,32767,0,0,0,0,1,0
827,0,0,0,1,0,1,0
828,32767,0,0,0,0,1,0
829,0,0,0,1,0,1,0
830,32767,0,0,0,0,1,0
831,0,0,0,1,0,1,0
832,0,0,0,1,0,1,0
833,32767,0,0,0,0,1,0
834,0,0,0,1,0,1,0
835,32767,0,0,0,0,1,0
836,32767,0,0,0,0,1,0
837,32767,0,0,0,0,1,0
838,0,0,0,1,0,1,0
839,32767,0,0,0,0,1,0
840,0,0,0,1,0,1,0
841,32767,0,0,0,0,1,0
842,0,0,0,1,0,1,0
843,0,0,0,1,0,1,0
844,0,0,0,1,0,1,0
